,dataset_A,dataset_B
1664,302560,56631
1665,30964,301835
1666,383195,385448
1667,16115,301818
1668,69337,251509
1669,212535,65290
1670,38253,209694
1671,25602,11381
1672,308665,55901
1673,160315,36367
1674,10055,64309
1675,38503,250865
1676,11107,313623
1677,64040,197510
1678,46952,11174
1679,371126,57683
1680,207542,18055
1681,9532,66067
1682,386468,243611
1683,242426,251720
1684,301838,32366
1685,209123,20551
1686,40889,301239
1687,213734,18298
1688,251704,53315
1689,9311,78970
1690,28218,307223
1691,24923,306530
1692,47389,9648
1693,217483,42794
1694,251332,25582
1695,26479,187045
1696,240306,390636
1697,204906,12189
1698,230391,71428
1699,10007,16773
1700,57962,302938
1701,10842,234089
1702,30096,10565
1703,246373,44031
1704,251046,72008
1705,39046,250163
1706,235680,8706
1707,216720,55598
1708,10194,71394
1709,26880,301878
1710,75104,250121
1711,267962,235851
1712,194899,36722
1713,9553,71046
1714,302107,64379
1715,213966,20823
1716,396128,32116
1717,12393,237373
1718,68889,306870
1719,25931,221373
1720,215116,55954
1721,301744,49052
1722,21083,303085
1723,248521,308722
1724,307474,37934
1725,386163,378999
1726,22775,201707
1727,72503,308484
1728,13409,223372
1729,10586,67698
1730,14470,10119
1731,11611,50727
1732,231356,76682
1733,301655,19579
1734,45893,221492
1735,203850,72404
1736,24224,303033
1737,304638,74122
1738,230552,22112
1739,46594,246676
1740,302790,15140
1741,211334,69966
1742,218391,59936
1743,229506,21136
1744,52658,11804
1745,31527,305612
1746,18777,186214
1747,186515,16167
1748,200777,74859
1749,28030,214662
1750,44112,225326
1751,9551,54843
1752,11046,38015
1753,9731,27610
1754,11149,56482
1755,42392,162911
1756,69115,307443
1757,243311,68173
1758,30141,250939
1759,14898,304231
1760,45515,307693
1761,78716,265774
1762,251706,72258
1763,27190,301754
1764,366356,79104
1765,8702,68218
1766,47065,230889
1767,41184,8952
1768,246958,33546
1769,57711,218344
1770,10839,67772
1771,69063,228310
1772,11518,29764
1773,9881,61415
1774,228369,46335
1775,230795,17378
1776,41465,11056
1777,9354,38204
1778,66780,304306
1779,193221,55081
1780,11216,24413
1781,382825,385659
1782,59604,9360
1783,9025,35811
1784,75594,303805
1785,323992,64648
1786,232242,67320
1787,58224,229282
1788,62593,301950
1789,9780,333268
1790,244734,75147
1791,70345,305172
1792,215210,63388
1793,11298,33153
1794,8845,25386
1795,11434,54449
1796,223134,50339
1797,59696,315844
1798,32794,229598
1799,9544,68991
1800,13850,303997
1801,301223,19993
1802,31424,9058
1803,41178,196452
1804,38226,11100
1805,70688,183925
1806,301977,31652
1807,215458,18220
1808,18344,227470
1809,246147,222306
1810,304381,36063
1811,305495,249874
1812,233653,38273
1813,34935,249689
1814,52667,249895
1815,246760,268135
1816,307801,68492
1817,302200,51476
1818,11127,54886
1819,77025,197747
1820,196283,33802
1821,71750,9121
1822,393058,205190
1823,251576,11908
1824,67399,230710
1825,14556,308549
1826,26857,301946
1827,73664,215996
1828,15695,11656
1829,307292,61301
1830,301006,71777
1831,250610,74266
1832,238981,56986
1833,12022,185239
1834,55866,218823
1835,304345,47993
1836,385153,383039
1837,37625,184903
1838,44723,215979
1839,62283,301763
1840,45674,218083
1841,78994,248363
1842,382952,34154
1843,23738,308479
1844,59294,305179
1845,303590,236087
1846,305822,42674
1847,29314,190116
1848,68120,304824
1849,206382,50679
1850,10784,353799
1851,379187,384745
1852,213359,235190
1853,39762,210427
1854,62334,223951
1855,33124,308992
1856,73085,234284
1857,49734,303334
1858,72521,222066
1859,229199,28678
1860,71734,304772
1861,204688,54790
1862,33932,187824
1863,34702,199106
1864,17063,204421
1865,20659,250903
1866,230353,50931
1867,10361,44472
1868,373825,57117
1869,27212,209640
1870,302262,73420
1871,9954,33543
1872,34675,332842
1873,246159,250314
1874,45432,221505
1875,25050,305281
1876,231314,45498
1877,405587,333807
1878,306629,60740
1879,56079,9160
1880,384746,381219
1881,228690,64448
1882,25170,249979
1883,31826,9484
1884,66008,10966
1885,37877,306995
1886,12153,77764
1887,305213,41542
1888,333777,246682
1889,248362,11099
1890,66071,240608
1891,11097,333336
1892,233159,268389
1893,193681,55677
1894,22315,230382
1895,383967,304879
1896,301337,35069
1897,302973,16343
1898,231363,16436
1899,206698,9295
1900,12661,214593
1901,20248,307951
1902,307856,70392
1903,376161,385895
1904,197758,12633
1905,303860,64598
1906,397182,377814
1907,26335,10240
1908,306659,66453
1909,205202,68355
1910,43215,9898
1911,266848,236027
1912,188444,60179
1913,58435,195221
1914,75970,210925
1915,34790,230634
1916,307868,50949
1917,193274,19675
1918,185529,15773
1919,202310,65783
1920,72665,220834
1921,218450,56005
1922,43610,203605
1923,215604,323257
1924,57903,193064
1925,211264,27359
1926,191258,24672
1927,13000,197859
1928,22969,209388
1929,61994,186954
1930,247620,265777
1931,70974,193261
1932,196259,22188
1933,217122,76588
1934,216818,44351
1935,24739,207524
1936,34502,214242
1937,390376,299644
1938,393828,299642
1939,29499,210894
1940,49241,192758
1941,44243,301782
1942,76218,220066
1943,16360,198400
1944,216294,34081
1945,29955,224126
1946,20941,205906
1947,195354,44772
1948,75592,216331
1949,202439,15556
1950,218924,66448
1951,207521,71167
1952,203646,15641
1953,35013,218484
1954,268040,193431
1955,33876,72228
1956,61906,198301
1957,66358,203481
1958,197617,238766
1959,76745,374458
1960,65756,186928
1961,15457,249378
1962,64998,209178
1963,12323,225441
1964,193347,40772
1965,306928,56900
1966,24103,315718
1967,230001,21463
1968,11006,366057
1969,64017,196662
1970,34010,227069
1971,33060,227729
1972,43951,215932
1973,189713,333888
1974,242993,14722
1975,31140,217837
1976,8881,158979
1977,49961,9699
1978,250771,78693
1979,53839,213454
1980,45404,307140
1981,72143,308204
1982,191089,23375
1983,238909,167654
1984,303012,40802
1985,73781,197660
1986,222956,62985
1987,193281,12387
1988,251080,78002
1989,26722,301631
1990,61939,11686
1991,75910,216726
1992,75343,227341
1993,192806,31738
1994,27754,251680
1995,194861,64226
1996,244713,304692
1997,378067,385350
1998,9793,332800
1999,70652,197419
2000,56314,195632
2001,69168,189796
2002,77461,390913
2003,301057,27725
2004,241538,333163
2005,39624,194621
2006,231451,42892
2007,25620,250838
2008,76605,304491
2009,250259,37155
2010,216253,49018
2011,20146,9000
2012,158816,10444
2013,198663,19149
2014,17096,218667
2015,41970,302240
2016,54930,11137
2017,15826,303248
2018,9336,54543
2019,28075,223517
2020,216053,62967
2021,232624,250265
2022,33727,217889
2023,208316,46539
2024,42597,240793
2025,250678,52947
2026,40521,251303
2027,16114,249890
2028,31668,9389
2029,63195,11644
2030,231289,62332
2031,238998,267808
2032,78615,251033
2033,201135,55020
2034,197658,41101
2035,221103,68233
2036,8771,74678
2037,244157,267678
2038,249579,21454
2039,266402,245519
2040,9319,63178
2041,229274,53747
2042,251656,35044
2043,35447,307842
2044,49152,308884
2045,9109,17050
2046,9680,72294
2047,268409,233134
2048,304680,30852
2049,49123,334151
2050,230741,45416
2051,14154,230078
2052,379476,386161
2053,188940,35179
2054,36880,229542
2055,8640,73330
2056,390649,265918
2057,61058,206785
2058,207340,45268
2059,34488,209577
2060,197429,69008
2061,384288,339657
2062,55685,307658
2063,379583,384723
2064,167989,8994
2065,265449,246469
2066,60150,11587
2067,9205,24710
2068,37703,302021
2069,70579,228340
2070,27477,9933
2071,53604,305133
2072,38107,201663
2073,214098,61700
2074,316191,62588
2075,17820,307887
2076,197914,24805
2077,268224,238993
2078,212203,38345
2079,193381,74306
2080,249826,58443
2081,55461,9304
2082,58389,211688
2083,11609,60675
2084,55910,11294
2085,238107,262372
2086,210114,22699
2087,199171,12327
2088,76158,8894
2089,230339,10751
2090,77082,190273
2091,229415,41395
2092,251627,47220
2093,38715,222408
2094,8992,51684
2095,213634,24131
2096,387897,387955
2097,339802,419192
2098,72235,226534
2099,371150,53660
2100,381630,386698
2101,213719,27687
2102,47976,10186
2103,44995,230351
2104,229671,42415
2105,185412,73323
2106,30473,230286
2107,193170,27407
2108,33186,307796
2109,60752,190614
2110,212872,40538
2111,247361,267797
2112,228291,51385
2113,75260,308235
2114,161511,62804
2115,197375,23165
2116,13678,316692
2117,221057,18613
2118,196967,65489
2119,40779,307987
2120,17424,9942
2121,36874,222625
2122,25229,332779
2123,229133,64595
2124,22717,11368
2125,16547,204927
2126,201556,16582
2127,304643,76032
2128,48258,229172
2129,44403,210074
2130,243949,78499
2131,251244,47056
2132,301194,60013
2133,211451,228837
2134,11155,70856
2135,8776,42846
2136,251389,18029
2137,27520,228875
2138,18960,228636
2139,229334,77037
2140,223954,70393
2141,170351,10059
2142,301779,12508
2143,341064,333104
2144,18860,204731
2145,17485,192668
2146,12108,301146
2147,57968,301315
2148,236625,186441
2149,267698,393617
2150,231418,74075
2151,61777,206883
2152,378140,397098
2153,60960,9276
2154,186191,57568
2155,211705,62533
2156,188674,77944
2157,30007,9344
2158,11200,40535
2159,71889,195601
2160,52801,183702
2161,332971,28686
2162,216161,73922
2163,382268,333019
2164,77032,207319
2165,67936,204261
2166,8689,76986
2167,302294,26879
2168,9504,63013
2169,49200,265053
2170,40738,302109
2171,385615,378677
2172,72748,231667
2173,304592,26283
2174,376061,386469
2175,268450,196845
2176,24766,424904
2177,15337,202160
2178,65399,9300
2179,301504,58752
2180,42627,224621
2181,185730,35081
2182,208332,74302
2183,60830,220289
2184,69786,202520
2185,76169,197716
2186,389049,266730
2187,247614,65091
2188,69285,194712
2189,381828,386135
2190,306935,17811
2191,9522,31073
2192,231410,23075
2193,249790,42268
2194,265587,242507
2195,40183,199980
2196,377956,384674
2197,27586,187141
2198,303354,56904
2199,209261,31882
2200,194804,30948
2201,57743,197670
2202,367737,370306
2203,216817,52075
2204,230732,56013
2205,385870,378068
2206,75349,229974
2207,66464,301934
2208,69011,208334
2209,374554,385616
2210,218563,52991
2211,374751,386081
2212,190482,74203
2213,36355,10117
2214,65051,185507
2215,212554,45900
2216,303948,33342
2217,17056,196150
2218,10160,42886
2219,229904,11873
2220,62242,250740
2221,303598,62556
2222,75639,201517
2223,31399,250158
2224,36219,183434
2225,338749,349498
2226,25629,183354
2227,220569,390039
2228,306727,19295
2229,37438,205926
2230,374069,345806
2231,304046,69088
2232,17459,228973
2233,242825,24324
2234,368080,370367
2235,367458,370249
2236,368102,367667
2237,369306,367002
2238,369808,369561
2239,369314,370088
2240,368256,368951
2241,367645,369242
2242,85207,173211
2243,367349,368001
2244,368081,368329
2245,368419,368877
2246,368568,369056
2247,367004,367001
2248,367154,370312
2249,370080,367188
2250,366919,367436
2251,367708,370268
2252,367821,369839
2253,368938,367139
2254,367992,367392
2255,367716,368709
2256,367300,367678
2257,367649,369105
2258,102574,366952
2259,367784,370053
2260,367874,369373
2261,368867,366945
2262,367844,369146
2263,369029,368204
2264,367152,367093
2265,367997,367817
2266,367046,369263
2267,368498,368746
2268,370473,368995
2269,370226,369612
2270,367572,370264
2271,368659,369621
2272,370552,370488
2273,367034,368266
2274,369383,368607
2275,369790,367923
2276,366879,367637
2277,367989,370117
2278,368021,368027
2279,367539,367754
2280,369092,367653
2281,368360,367426
2282,368446,367924
2283,369885,368344
2284,366877,367449
2285,367031,369343
2286,366989,367198
2287,368285,368383
2288,370175,367011
2289,368666,367280
2290,368966,368118
2291,368802,367927
2292,369410,367252
2293,370023,368227
2294,369081,367329
2295,367883,367793
2296,367700,369100
2297,366874,368455
2298,369412,368294
2299,368716,368592
2300,370215,368356
2301,369253,367217
2302,370309,367603
2303,369892,368747
2304,368826,367714
2305,370461,368010
2306,369211,370035
2307,367675,369976
2308,368371,369248
2309,370074,370320
2310,368710,368628
2311,367893,368287
2312,369210,368921
2313,370193,369089
2314,368535,369846
2315,370070,367370
2316,67988,345808
2317,26205,198631
2318,40091,224904
2319,383976,14940
2320,39273,306860
2321,333448,341022
2322,10146,52031
2323,367141,368855
2324,306240,24109
2325,374897,386208
2326,230714,32604
2327,386166,376390
2328,206959,49633
2329,64665,185524
2330,198172,12662
2331,301268,69858
2332,382642,385517
2333,342315,318009
2334,50844,93193
2335,317638,193080
2336,350871,179356
2337,329650,319995
2338,172272,333974
2339,19464,179962
2340,331702,172985
2341,321247,342829
2342,91611,178000
2343,179348,319866
2344,23536,172907
2345,172629,46347
2346,100277,178543
2347,88435,177685
2348,319808,342619
2349,320433,343559
2350,3129,284467
2351,317656,60970
2352,172402,350063
2353,101215,172905
2354,342453,321654
2355,183858,62798
2356,250247,23749
2357,304796,263500
2358,76407,206081
2359,367069,370377
2360,386241,374849
2361,34141,229336
2362,308202,53752
2363,52048,229823
2364,70629,303035
2365,57534,11291
2366,385645,375435
2367,208306,32340
2368,27133,214621
2369,52251,207820
2370,340800,333368
2371,268736,243368
2372,250723,44159
2373,339799,333379
2374,376072,386069
2375,47517,305137
2376,367703,367733
2377,350608,260142
2378,367430,368507
2379,10548,44607
2380,55985,8634
2381,48782,198097
2382,245700,267582
2383,250113,35665
2384,12149,236097
2385,9004,42283
2386,65809,268543
2387,13381,196596
2388,37451,227591
2389,44744,212591
2390,58565,204018
2391,59344,305698
2392,301464,49580
2393,226701,56156
2394,10443,48780
2395,52265,9735
2396,324793,219410
2397,235069,35920
2398,40383,200617
2399,200416,250542
2400,11160,169807
2401,23313,9196
2402,218524,48114
2403,208079,16916
2404,42150,191366
2405,236478,13370
2406,39185,212479
2407,184342,34530
2408,11275,70084
2409,200499,245985
2410,200094,68898
2411,265574,244114
2412,55949,306961
2413,61549,8945
2414,33103,11829
2415,33238,8797
2416,340102,333072
2417,225376,31528
2418,58561,305662
2419,234747,187943
2420,315498,47122
2421,302830,20331
2422,315508,19260
2423,27593,302647
2424,76840,228395
2425,199879,36871
2426,63150,196741
2427,39834,235557
2428,9566,33457
2429,66888,201412
2430,307521,60303
2431,303829,56021
2432,167340,9464
2433,30946,204875
2434,10073,158974
2435,196368,69038
2436,306432,61635
2437,203947,19056
2438,198416,35212
2439,201958,17961
2440,63300,303195
2441,215228,66549
2442,168143,10904
2443,43927,216612
2444,9445,18481
2445,13606,212518
2446,56154,306180
2447,399036,25243
2448,204440,23465
2449,189355,265176
2450,71773,224159
2451,59512,218363
2452,28567,216912
2453,209604,64593
2454,198999,43872
2455,210775,34578
2456,105870,266364
2457,70620,203544
2458,322873,214846
2459,49302,226449
2460,213460,370876
2461,353401,17659
2462,60843,189521
2463,215193,26152
2464,46049,196460
2465,67907,240349
2466,68277,308559
2467,184235,20400
2468,198448,15342
2469,32779,206589
2470,76508,302317
2471,218232,33577
2472,243236,391920
2473,55181,303743
2474,211436,21416
2475,197401,38951
2476,186136,65951
2477,228676,265847
2478,221780,38586
2479,20740,217186
2480,185004,47968
2481,221425,31766
2482,36477,221750
2483,41017,192640
2484,24368,200733
2485,305617,55084
2486,39253,212605
2487,72274,189209
2488,333288,338056
2489,57294,231738
2490,48950,223944
2491,20547,210846
2492,251533,46441
2493,407600,240244
2494,224960,38225
2495,186060,14360
2496,248750,16983
2497,190185,11881
2498,43250,198554
2499,184389,46500
2500,14112,220763
2501,34256,214419
2502,184455,30076
2503,43825,302029
2504,213701,27020
2505,59444,11737
2506,158009,10287
2507,74873,251374
2508,226350,40401
2509,27748,199761
2510,229554,67879
2511,45732,218077
2512,9301,169369
2513,323696,192947
2514,250735,47039
2515,30652,303474
2516,81259,105031
2517,223890,323936
2518,198257,55222
2519,212395,60736
2520,208926,35901
2521,49329,196995
2522,10497,17726
2523,304441,13471
2524,9513,56288
2525,65200,204783
2526,192143,23637
2527,309483,301933
2528,191736,76345
2529,45544,199201
2530,42100,187844
2531,71367,249977
2532,307896,35259
2533,36202,206726
2534,24993,187412
2535,26883,219442
2536,24161,8999
2537,227621,51354
2538,250058,63972
2539,185387,70794
2540,230095,49786
2541,64876,306845
2542,22815,304616
2543,235218,79352
2544,35603,190684
2545,62784,187454
2546,10231,56335
2547,68077,226500
2548,35728,193793
2549,198131,17587
2550,249743,245545
2551,365471,177061
2552,11592,51941
2553,55938,195211
2554,65793,184031
2555,190530,73657
2556,26912,196074
2557,215254,41068
2558,71615,196762
2559,73454,10577
2560,189160,34326
2561,10865,29730
2562,50999,10025
2563,334352,17323
2564,10201,251501
2565,17236,237081
2566,58555,10097
2567,197387,65690
2568,11679,11900
2569,202216,8989
2570,11222,373819
2571,18191,10975
2572,32082,304494
2573,302161,45984
2574,66740,216173
2575,190704,26530
2576,76326,194389
2577,23148,249421
2578,35300,215143
2579,159075,308328
2580,39236,11150
2581,52690,309034
2582,193811,44137
2583,157909,40340
2584,41906,249424
2585,41469,193405
2586,14600,186004
2587,43179,212054
2588,185604,17257
2589,44180,307056
2590,37793,198050
2591,15244,206668
2592,412042,83136
2593,31497,11059
2594,43415,196326
2595,41463,249791
2596,302254,333883
2597,177897,83819
2598,306455,61943
2599,53494,305761
2600,160480,69646
2601,55447,210254
2602,902,119310
2603,211126,319257
2604,317891,343011
2605,344823,321224
2606,343870,342593
2607,317705,343632
2608,342211,319822
2609,319275,342443
2610,317804,172937
2611,176426,317916
2612,344041,319848
2613,317834,343491
2614,317636,342795
2615,344005,321522
2616,258280,320269
2617,330320,317691
2618,366128,366129
2619,344799,318069
2620,317783,345128
2621,319525,344012
2622,342457,350283
2623,321141,344626
2624,91133,343322
2625,321548,342656
2626,178707,317931
2627,344013,317668
2628,342833,319585
2629,342647,318250
2630,344230,322054
2631,342300,319934
2632,343613,318003
2633,342331,320573
2634,178107,253470
2635,343362,174365
2636,319610,344566
2637,91142,342864
2638,318242,342823
2639,197488,100958
2640,342705,321197
2641,35974,321109
2642,267862,174845
2643,321291,344988
2644,318030,344109
2645,343413,317666
2646,318089,343351
2647,318076,267754
2648,320689,342413
2649,173215,342441
2650,343690,320817
2651,317775,266140
2652,322185,342822
2653,89449,342843
2654,24481,189940
2655,303456,28188
2656,25859,308797
2657,303395,24038
2658,307624,59213
2659,51725,9468
2660,30849,194739
2661,204006,35143
2662,213076,39376
2663,218759,31021
2664,193350,72968
2665,68888,268370
2666,303694,59394
2667,305953,43163
2668,207664,40046
2669,307626,421174
2670,75018,185891
2671,18387,200551
2672,44785,194016
2673,217183,39678
2674,204416,40457
2675,198287,73006
2676,184005,322924
2677,228004,307243
2678,45803,308908
2679,207713,53001
2680,76887,184586
2681,59248,213653
2682,10920,237190
2683,35236,217089
2684,50551,189150
2685,73332,221695
2686,205982,28912
2687,52751,10330
2688,38247,211194
2689,17087,211617
2690,186609,68555
2691,42766,10051
2692,56862,213096
2693,40532,221604
2694,305751,34194
2695,59983,194277
2696,59520,223967
2697,185950,55397
2698,237977,53223
2699,214523,69051
2700,14268,11377
2701,71804,188744
2702,8758,15784
2703,14106,185497
2704,208603,75035
2705,63448,196288
2706,192107,29583
2707,186492,29582
2708,72003,11771
2709,225518,71645
2710,188151,69288
2711,205268,52675
2712,22114,231818
2713,216565,15496
2714,47080,231492
2715,64842,306300
2716,23136,387787
2717,43689,186234
2718,73548,10602
2719,157426,203981
2720,9018,51002
2721,36882,208313
2722,53357,211140
2723,52552,184315
2724,301907,21550
2725,44636,241780
2726,219899,51398
2727,27448,251781
2728,46218,228288
2729,73360,308384
2730,301583,53514
2731,11376,62992
2732,211606,54254
2733,14056,208161
2734,25317,209494
2735,76275,224387
2736,19551,9374
2737,28303,224150
2738,185339,24966
2739,194556,63564
2740,74655,210211
2741,186891,61806
2742,58956,214062
2743,208483,51075
2744,386822,58432
2745,308597,60373
2746,27737,250572
2747,302063,13981
2748,221189,12195
2749,193753,66257
2750,75000,189350
2751,229729,70999
2752,183076,303249
2753,9936,76327
2754,27082,303737
2755,25295,224848
2756,205902,75361
2757,251384,20172
2758,105964,268427
2759,265444,104349
2760,266229,104773
2761,267692,104322
2762,104898,80509
2763,267154,372112
2764,104864,266587
2765,104520,85379
2766,104622,64981
2767,315579,253013
2768,184437,14228
2769,33903,202659
2770,26132,184955
2771,204922,28645
2772,17933,217154
2773,244365,65276
2774,22137,264166
2775,15202,250035
2776,225800,69367
2777,74452,305650
2778,23510,11761
2779,219100,14770
2780,307241,262641
2781,308051,38874
2782,195241,44373
2783,32702,204525
2784,302917,59101
2785,11215,28974
2786,251519,12594
2787,73929,199535
2788,67156,322543
2789,20117,208969
2790,262647,193788
2791,192432,41526
2792,236765,267981
2793,251440,21303
2794,306027,40938
2795,330055,79693
2796,146949,154149
2797,8541,325341
2798,7306,143686
2799,4594,155569
2800,3896,123864
2801,3764,118498
2802,1093,152116
2803,110233,840
2804,123018,7183
2805,839,123882
2806,150657,637
2807,871,124451
2808,1619,139278
2809,5861,113335
2810,1567,125993
2811,3581,150386
2812,2613,131476
2813,285106,16539
2814,320064,254779
2815,21500,202167
2816,42088,307341
2817,303996,42893
2818,11330,61573
2819,36906,301990
2820,11244,58226
2821,251257,78797
2822,222696,19048
2823,47875,188667
2824,164595,9392
2825,65220,251068
2826,18875,304976
2827,40761,224149
2828,45755,215907
2829,12247,251233
2830,192478,58200
2831,197230,34593
2832,58737,214393
2833,28248,218209
2834,221742,58824
2835,366710,9326
2836,45237,190040
2837,70892,192512
2838,20281,204971
2839,41438,220356
2840,34485,306122
2841,41815,306638
2842,199846,38958
2843,51100,198914
2844,197655,51933
2845,304308,21032
2846,223254,23210
2847,193292,31220
2848,23805,225700
2849,27628,9711
2850,307506,47318
2851,41027,306397
2852,185416,36964
2853,58457,186728
2854,198031,62390
2855,302928,36047
2856,225237,53188
2857,65871,216073
2858,41279,217618
2859,22006,10245
2860,242247,397517
2861,226120,157401
2862,19376,306663
2863,184836,11874
2864,224851,70321
2865,42700,191157
2866,51900,203263
2867,52887,201208
2868,219607,44938
2869,193695,31569
2870,209450,44101
2871,13650,208596
2872,12278,212346
2873,38057,11285
2874,54498,190886
2875,187607,21860
2876,52752,305531
2877,15355,244533
2878,250946,262519
2879,44271,304731
2880,267486,251285
2881,227143,18454
2882,33861,44011
2883,268028,235748
2884,243816,266340
2885,238611,265416
2886,250279,70446
2887,387244,262660
2888,195079,268205
2889,268206,104687
2890,200642,59893
2891,234877,268018
2892,53405,198770
2893,31698,207709
2894,244130,105664
2895,80188,266756
2896,251075,23255
2897,302269,26426
2898,251561,334073
2899,207674,21931
2900,64261,303212
2901,18339,179381
2902,165483,268712
2903,236550,105637
2904,242097,267910
2905,208010,59731
2906,39171,387230
2907,180133,67112
2908,184873,59433
2909,31524,226123
2910,189988,216333
2911,53847,209453
2912,24493,213509
2913,40458,308118
2914,87954,358771
2915,232743,105216
2916,267998,232423
2917,199667,71231
2918,266860,388233
2919,51488,207981
2920,266098,40600
2921,76281,179889
2922,101824,69478
2923,250088,13188
2924,396299,267925
2925,23829,267671
2926,13067,228269
2927,240837,268419
2928,182139,24640
2929,104318,83037
2930,305184,46969
2931,196247,45274
2932,331742,85363
2933,106007,307038
2934,57391,104956
2935,182520,37629
2936,40365,333512
2937,22305,306124
2938,18810,266699
2939,214458,71557
2940,104912,80761
2941,57738,97301
2942,330750,86265
2943,180357,66201
2944,220744,45079
2945,20151,167939
2946,242271,267530
2947,65206,190407
2948,247697,268497
2949,173105,71010
2950,28328,304376
2951,303439,51076
2952,248766,252350
2953,57087,177781
2954,265220,243763
2955,105346,31326
2956,36301,63591
2957,251293,54950
2958,58066,227099
2959,239733,266111
2960,186395,174856
2961,13978,188895
2962,324696,306539
2963,307996,19429
2964,423176,105168
2965,188369,39645
2966,75369,157207
2967,265381,236267
2968,248833,265256
2969,184127,72057
2970,13732,219590
2971,56066,200866
2972,28548,198857
2973,36951,178173
2974,251678,37861
2975,74112,209773
2976,92443,11676
2977,304272,75443
2978,72614,211875
2979,15254,191714
2980,60708,190925
2981,180510,35331
2982,244963,106119
2983,267778,244432
2984,20747,265944
2985,234221,200742
2986,220251,44803
2987,198359,66968
2988,221594,74333
2989,240771,265904
2990,191897,12685
2991,268078,245954
2992,248167,267792
2993,74471,224964
2994,180515,49482
2995,57069,187863
2996,301985,38417
2997,308291,61590
2998,237072,266405
2999,82034,105265
3000,208950,67206
3001,302324,49996
3002,250967,304622
3003,389258,388938
3004,51756,224706
3005,16060,11869
3006,306884,58576
3007,65118,251041
3008,198680,71019
3009,216626,26931
3010,345803,69782
3011,105413,268467
3012,240531,267785
3013,267688,248663
3014,68692,47881
3015,41745,301662
3016,82631,63546
3017,223842,13688
3018,384751,374619
3019,184320,19678
3020,141593,2093
3021,41721,212255
3022,332980,333786
3023,39362,220796
3024,333811,169849
3025,262736,84451
3026,422958,331030
3027,80291,310651
3028,313423,250346
3029,86727,96353
3030,33594,185491
3031,310308,350718
3032,80990,311601
3033,423801,311550
3034,369781,351009
3035,356181,368922
3036,352749,369335
3037,317903,368202
3038,418406,179176
3039,369010,358877
3040,319586,418837
3041,369662,351570
3042,397323,369206
3043,180260,399649
3044,416764,369929
3045,367753,343807
3046,342228,351595
3047,342324,367919
3048,351914,367184
3049,368707,351087
3050,178737,369978
3051,73819,177996
3052,352574,369821
3053,368774,253473
3054,370293,399060
3055,353190,189092
3056,265678,367061
3057,360916,367163
3058,398876,369064
3059,368665,368405
3060,363591,369603
3061,367523,367831
3062,176271,367860
3063,413735,350610
3064,92674,176954
3065,404816,184624
3066,363605,370097
3067,45104,204871
3068,354613,369116
3069,349839,102283
3070,343321,243729
3071,356168,301844
3072,321580,353075
3073,100913,358031
3074,372620,22018
3075,370159,367559
3076,352344,369475
3077,18696,251243
3078,368935,172269
3079,398151,321164
3080,370445,98188
3081,49008,306953
3082,367570,351954
3083,369576,253146
3084,357840,317926
3085,397930,104070
3086,367185,367137
3087,351283,368240
3088,369840,331565
3089,368443,360893
3090,349996,367197
3091,360147,367008
3092,352128,96551
3093,343443,354180
3094,369786,92445
3095,370451,359315
3096,356454,241153
3097,361437,267526
3098,398927,353070
3099,352467,370287
3100,367477,423702
3101,322112,369968
3102,370107,359442
3103,405223,99656
3104,320049,102508
3105,360814,80747
3106,267941,421710
3107,367013,350581
3108,360875,174135
3109,367377,317640
3110,399033,370399
3111,233879,357724
3112,369252,353148
3113,356742,368157
3114,367808,349810
3115,319547,368305
3116,352262,369177
3117,418444,367147
3118,367441,354376
3119,317921,354378
3120,370506,329617
3121,101226,353064
3122,368049,320973
3123,359121,240213
3124,352698,320026
3125,418695,173590
3126,414987,321506
3127,350332,367655
3128,355314,368296
3129,353168,367402
3130,357511,368754
3131,369028,356688
3132,367952,407104
3133,84494,351210
3134,367545,363078
3135,370158,252832
3136,423652,369959
3137,352920,318153
3138,368845,354713
3139,350534,368947
3140,81986,106052
3141,105846,82066
3142,105643,84073
3143,80410,104947
3144,49651,210576
3145,9783,82497
3146,221438,19578
3147,29554,201184
3148,217691,46185
3149,27080,300113
3150,41451,387193
3151,65866,265235
3152,191647,35496
3153,345300,37754
3154,265466,349421
3155,43220,305595
3156,194196,23357
3157,221627,26894
3158,300285,58878
3159,157902,300943
3160,333802,251393
3161,216491,45260
3162,199709,232450
3163,14989,185189
3164,303184,105556
3165,240520,265781
3166,105434,265606
3167,220465,302428
3168,9291,72523
3169,220157,196207
3170,239874,350898
3171,57350,304912
3172,247825,39707
3173,76914,307016
3174,10489,20127
3175,59651,189894
3176,267612,232119
3177,65816,177180
3178,105183,265567
3179,172175,48148
3180,265204,267654
3181,198863,12370
3182,268026,106059
3183,23002,305651
3184,250992,241463
3185,356539,9353
3186,40149,212089
3187,10206,283940
3188,212273,18977
3189,82658,105362
3190,72292,221778
3191,25698,24661
3192,9560,352838
3193,79941,104428
3194,33930,29067
3195,75429,193295
3196,247066,104459
3197,177584,77128
3198,192015,39542
3199,242447,105494
3200,357105,79953
3201,66235,181642
3202,26321,14331
3203,13858,304657
3204,371704,268031
3205,350075,315713
3206,10808,37927
3207,20780,10532
3208,78145,105341
3209,173049,25725
3210,351069,10710
3211,266367,106044
3212,268250,242880
3213,105280,165116
3214,189732,49646
3215,243746,106098
3216,230017,13361
3217,267380,104934
